FileName,FileExt,DateModified,Size_KB,Size_GB,Source,Path,SimplePath,ParentPath
6.foto lapangan 2.095932,.jpg,2022-07-13 19:34:34.000000,82.44,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Proyek Video-Poster-Portofolio\6.foto lapangan 2.095932.jpg,Users\ASUS\Downloads\Portfolio\Proyek Video-Poster-Portofolio\6.foto lapangan 2.095932.jpg,C:\Users\ASUS\Downloads\Portfolio\Proyek Video-Poster-Portofolio
SHP Geologi Maluku Tenggara dan Kota Tual,.zip,2022-07-13 19:28:30.000000,1039.15,0.001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\geologi dan struktur maluku tenggara\SHP Geologi Maluku Tenggara dan Kota Tual.zip,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\geologi dan struktur maluku tenggara\SHP Geologi Maluku Tenggara dan Kota Tual.zip,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\geologi dan struktur maluku tenggara
Pemetaan_D2,.sbx,2022-07-13 16:43:16.000000,0.12,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D2,.shp,2022-07-13 16:43:16.000000,0.18,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shp,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shp,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D2,.shx,2022-07-13 16:43:16.000000,0.12,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D2,.cpg,2022-07-13 16:43:16.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.cpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.cpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D2,.dbf,2022-07-13 16:43:16.000000,0.61,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.dbf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.dbf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D2,.sbn,2022-07-13 16:43:16.000000,0.17,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.sbn,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.sbn,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
SM146_singkapan perlapisan gamping dan napal,.jpg,2022-07-13 16:21:58.000000,91.83,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_singkapan perlapisan gamping dan napal.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_singkapan perlapisan gamping dan napal.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
3.sketsa singkapan.131952,.jpg,2022-07-13 16:21:52.000000,23.86,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\3.sketsa singkapan.131952.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\3.sketsa singkapan.131952.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
3.sketsa lintasan (google earth).131952,.jpg,2022-07-13 16:21:52.000000,76.94,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\3.sketsa lintasan (google earth).131952.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\3.sketsa lintasan (google earth).131952.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
2.sketsa singkapan.131757,.jpg,2022-07-13 16:18:06.000000,25.37,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\2.sketsa singkapan.131757.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\2.sketsa singkapan.131757.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
2.sketsa lintasan (google earth).131757,.jpg,2022-07-13 16:17:58.000000,91.39,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\2.sketsa lintasan (google earth).131757.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\2.sketsa lintasan (google earth).131757.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM146_sampel batugamping koral,.jpg,2022-07-13 16:16:52.000000,81.72,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_sampel batugamping koral.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_sampel batugamping koral.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
1.sketsa singkapan.012333,.jpg,2022-07-13 16:12:32.000000,26.81,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\1.sketsa singkapan.012333.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\1.sketsa singkapan.012333.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
1.sketsa lintasan (google earth).012328,.jpg,2022-07-13 16:12:24.000000,98.68,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\1.sketsa lintasan (google earth).012328.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\1.sketsa lintasan (google earth).012328.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM148_singkapan gamping,.jpg,2022-07-13 16:12:18.000000,86.98,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_singkapan gamping.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_singkapan gamping.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
A7201424 (1),.jpg,2022-07-13 16:07:52.000000,12239.12,0.0117,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\A7201424 (1).jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\A7201424 (1).jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
SM147_singkapan gamping terumbu,.jpg,2022-07-13 16:06:04.000000,89.63,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_singkapan gamping terumbu.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_singkapan gamping terumbu.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
4.sketsa lintasan (google earth).131612,.jpg,2022-07-13 16:05:50.000000,74.56,0.0001,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\4.sketsa lintasan (google earth).131612.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\4.sketsa lintasan (google earth).131612.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
4.sketsa singkapan.131611,.jpg,2022-07-13 16:05:50.000000,24.68,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\4.sketsa singkapan.131611.jpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\4.sketsa singkapan.131611.jpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM148_arah singkapan gamping,.jpeg,2022-07-13 16:04:56.000000,273.76,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_arah singkapan gamping.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM148_arah singkapan gamping.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM146_arah singkapan gamping koral,.jpeg,2022-07-13 16:04:48.000000,262.75,0.0003,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_arah singkapan gamping koral.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_arah singkapan gamping koral.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM146_perlapisan gamping dan napal,.jpeg,2022-07-13 16:04:40.000000,236.91,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_perlapisan gamping dan napal.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM146_perlapisan gamping dan napal.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
SM147_singkapan gamping terumbu,.jpeg,2022-07-13 16:04:26.000000,223.83,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_singkapan gamping terumbu.jpeg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022\SM147_singkapan gamping terumbu.jpeg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Rekap data FIX\foto\12 Juli 2022
Pemetaan_D2.shp,.xml,2022-07-13 15:47:58.000000,0.59,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shp.xml,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.shp.xml,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D1,.sbn,2022-07-13 15:45:00.000000,0.18,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.sbn,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.sbn,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D1,.shx,2022-07-13 15:45:00.000000,0.13,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.shx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.shx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D1,.cpg,2022-07-13 15:45:00.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.cpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.cpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D1,.dbf,2022-07-13 15:45:00.000000,6.7,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.dbf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.dbf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D1,.sbx,2022-07-13 15:45:00.000000,0.12,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D1,.shp,2022-07-13 15:45:00.000000,0.27,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.shp,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.shp,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan_D2,.prj,2022-07-13 15:39:16.000000,0.4,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.prj,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2\Pemetaan_D2.prj,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 2
Pemetaan_D1,.prj,2022-07-12 19:19:40.000000,0.26,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.prj,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan_D1.prj,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan Maluku Day 1,.csv,2022-07-12 19:17:04.000000,0.59,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.csv,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.csv,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan Maluku Day 1,.gpx,2022-07-12 19:17:04.000000,182.96,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.gpx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.gpx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
Pemetaan Maluku Day 1,.kml,2022-07-12 19:17:04.000000,419.29,0.0004,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.kml,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1\Pemetaan Maluku Day 1.kml,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Day 1
05_CITRA_KEIBESAR,.pdf,2022-07-11 14:50:42.000000,716.65,0.0007,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\05_CITRA_KEIBESAR.pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\05_CITRA_KEIBESAR.pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
02_CITRA_KEIKECIL,.pdf,2022-07-11 14:50:20.000000,1255.45,0.0012,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\02_CITRA_KEIKECIL.pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\02_CITRA_KEIKECIL.pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
AMQ-CGK 20 Juli (Fajri),.pdf,2022-07-09 17:07:40.000000,13.93,0.0,Downloads,"C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\AMQ-CGK 20 Juli (Fajri).pdf","Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\AMQ-CGK 20 Juli (Fajri).pdf","C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket"
Peta Geologi Kai Kecil Day 3 dan Day 4 (zoomin) ,.pdf,2022-07-09 17:02:06.000000,4019.42,0.0038,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Peta Geologi Kai Kecil Day 3 dan Day 4 (zoomin) .pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Peta Geologi Kai Kecil Day 3 dan Day 4 (zoomin) .pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX
Peta Geologi Kai Kecil Day 1 dan Day 2 (zoomin),.pdf,2022-07-09 16:59:42.000000,6412.75,0.0061,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Peta Geologi Kai Kecil Day 1 dan Day 2 (zoomin).pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Peta Geologi Kai Kecil Day 1 dan Day 2 (zoomin).pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX
MALUKU_Surat_Pemberitahuan_Kegiatan_Survei_lapangan,.pdf,2022-07-08 18:52:54.000000,681.55,0.0006,Downloads,"C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUKU_Surat_Pemberitahuan_Kegiatan_Survei_lapangan.pdf","Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUKU_Surat_Pemberitahuan_Kegiatan_Survei_lapangan.pdf","C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket"
MALUT_SURAT_DUKUNGAN_BAPPEDA,.pdf,2022-07-08 18:52:24.000000,264.49,0.0003,Downloads,"C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUT_SURAT_DUKUNGAN_BAPPEDA.pdf","Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUT_SURAT_DUKUNGAN_BAPPEDA.pdf","C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket"
MALUKU_SURAT_IJIN_KESBANGPOL,.pdf,2022-07-08 18:52:02.000000,179.25,0.0002,Downloads,"C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUKU_SURAT_IJIN_KESBANGPOL.pdf","Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\MALUKU_SURAT_IJIN_KESBANGPOL.pdf","C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket"
tte_2._Surtug_11-20_Juli_2022_Tim_Kei,.pdf,2022-07-08 18:51:40.000000,134.83,0.0001,Downloads,"C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\tte_2._Surtug_11-20_Juli_2022_Tim_Kei.pdf","Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket\tte_2._Surtug_11-20_Juli_2022_Tim_Kei.pdf","C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\file surat,administrasi, tiket"
Pemetaan Facet Lahan Tual dan Kei,.mxd,2022-07-08 16:15:48.000000,5401.0,0.0052,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Facet Lahan Tual dan Kei.mxd,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Pemetaan Facet Lahan Tual dan Kei.mxd,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG
Pemetaan Facet Lahan Kai Kecil Day 3 dan 4,.pdf,2022-07-08 16:15:30.000000,2909.17,0.0028,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Pemetaan Facet Lahan Kai Kecil Day 3 dan 4.pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Pemetaan Facet Lahan Kai Kecil Day 3 dan 4.pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX
Pemetaan Facet Lahan Kai Kecil Day 1 dan 2,.pdf,2022-07-08 16:10:30.000000,6838.61,0.0065,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Pemetaan Facet Lahan Kai Kecil Day 1 dan 2.pdf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX\Pemetaan Facet Lahan Kai Kecil Day 1 dan 2.pdf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\Peta FIX
SLindekstualdankai_Clip3_4,.prj,2022-07-08 16:01:14.000000,0.26,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.prj,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.prj,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4.shp,.xml,2022-07-08 16:01:14.000000,17.81,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shp.xml,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shp.xml,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.cpg,2022-07-08 16:01:14.000000,0.0,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.cpg,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.cpg,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.dbf,2022-07-08 16:01:14.000000,15.13,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.dbf,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.dbf,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.shx,2022-07-08 16:01:14.000000,0.39,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.sbn,2022-07-08 16:01:14.000000,0.5,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.sbn,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.sbn,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.sbx,2022-07-08 16:01:14.000000,0.15,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip3_4,.shp,2022-07-08 16:01:14.000000,238.9,0.0002,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shp,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip3_4.shp,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
SLindekstualdankai_Clip1_2,.sbx,2022-07-08 16:00:34.000000,0.16,0.0,Downloads,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip1_2.sbx,Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17\SLindekstualdankai_Clip1_2.sbx,C:\Users\ASUS\Downloads\Portfolio\Pemetaan Maluku BIG\SL Indeks 14 15 17
